Probecard,Freq1,Freq2,PRR_record,Temp_coeff,Test_time,Power_supply,Propagation_delay,Rise_time,Fall_time,Resistance,Functional
PC02,12.79,15.38,1124,22.7,3.04,12.04,1.82,335,199,1.939,-234.323
PC02,17.5,16.96,1121,24.4,2.09,18.96,2.98,258,200,1.845,-158.785
PC02,10.67,14.42,1121,21.9,3.14,8.77,1.16,373,198,1.878,-274.106
PC02,15.9,16.39,1121,23.7,2.5,16.69,3.12,286,200,1.809,-186.919
PC02,17.77,16.66,1124,24.3,1.86,19.14,3.03,252,201,1.891,-152.072
PC02,18.29,16.62,1121,24.7,1.59,20.18,3.26,244,200,1.814,-144.174
PC02,11.47,14.83,1121,22.3,3.15,10.14,1.55,357,198,1.715,-257.325
PC02,20.85,18.5,1124,25.7,1.38,22.38,4.34,197,201,1.789,-97.752
PC02,12.75,15.02,1121,22.7,2.66,12.18,1.64,338,199,1.657,-238.428
PC02,18.99,17.51,1121,24.7,1.45,20.58,3.98,233,201,1.843,-133.733
PC02,15.68,16.28,1124,24.1,2.23,16.46,2.79,276,200,1.766,-176.288
PC02,15.05,15.94,1124,23.4,2.44,15.06,2.28,299,199,1.798,-199.631
PC02,14.06,15.6,1121,23.2,2.78,14.83,2.01,313,199,1.756,-213.775
PC02,16.53,16.5,1124,24.1,2.06,17.21,3.26,271,200,1.686,-171.773
PC02,18.54,17.09,1124,24.6,1.73,20.12,3.67,240,200,1.891,-140.618
PC02,16.37,16.26,1124,24,2.16,16.98,3.08,276,201,2.009,-176.603
PC02,19.51,17.31,1121,25,2.02,19.15,3.3,234,201,2.012,-134.039
PC02,15.33,15.57,1124,23.5,2.8,15.62,2.69,294,200,2.003,-194.111
PC02,16.76,16.95,1124,24.1,2.19,16.95,3.28,271,201,1.8,-170.952
PC02,11.78,14.97,1124,22.1,2.75,10.68,1.46,352,199,1.754,-251.051
PC02,10.07,14.61,1124,21.9,3.07,8.55,0.93,382,198,1.92,-281.33
PC02,16.81,16.58,1124,24.1,2.04,17.82,2.95,270,200,1.62,-170.313
PC02,13.98,15.35,1121,23.1,2.8,14.15,2.47,315,200,1.59,-214.941
PC02,14.58,15.42,1121,23.3,2.72,15.16,2.64,309,199,1.89,-208.459
PC02,13.45,14.63,1124,23,2.69,12.63,1.88,331,199,1.56,-230.846
PC02,14.81,15.77,1121,23.5,2.83,15.28,2.27,305,199,1.811,-204.742
PC02,10.67,14.34,1121,22.3,3.06,9.41,0.87,373,198,1.766,-272.482
PC02,20.1,17.92,1124,25.2,1.76,22.83,4.37,215,202,1.876,-115.885
PC02,17.34,16.62,1121,24.3,1.82,17.94,2.96,262,200,1.817,-162.393
PC02,13,15.34,1124,22.8,2.9,12.69,1.81,332,199,1.523,-231.962
PC02,20.73,17.83,1121,25.4,1.71,22.36,4.01,206,201,1.858,-106.991
PC02,12.04,14.92,1121,22.4,3.07,11.76,1.29,344,199,1.883,-245.147
PC02,16.26,16.37,1121,23.7,2.33,16.14,2.76,284,200,1.801,-184.38
PC02,15.56,15.72,1121,23.7,2.24,15.25,2.55,290,200,1.744,-191.137
PC02,10.57,14.59,1121,21.9,3.33,9.85,1.11,376,198,1.844,-276.94
PC02,15.02,16.15,1124,23.7,2.17,15.75,2.83,291,199,1.866,-190.73
PC02,11.6,15.52,1124,22.4,2.86,10.11,1.54,355,198,1.675,-255.263
PC02,13.3,15.21,1124,22.8,3.2,11.66,1.99,334,198,1.842,-234.073
PC02,14.9,15.98,1121,23.5,2.04,15.69,2.46,296,200,1.783,-196.341
PC02,14.34,16.23,1121,23.4,2.31,14.27,1.96,313,199,1.87,-213.262
PC02,12.29,15.45,1124,22.6,2.69,11.76,1.59,349,199,1.661,-250.8
PC02,14.81,16.18,1124,23.6,2.64,14.56,2.54,295,199,1.885,-195.632
PC02,18.62,17.26,1124,24.8,1.68,19.02,3.59,242,201,1.923,-143.272
PC02,14.42,15.65,1124,23.3,2.68,14.55,1.99,307,199,1.879,-207.432
PC02,18.51,16.91,1124,24.8,1.33,20.31,3.97,236,202,2.09,-136.209
PC02,8.01,13.94,1124,21.2,3.62,6.06,0.17,419,198,1.502,-319.333
PC02,12.17,15.16,1124,22.4,3.09,11.45,1.31,346,199,1.668,-247.339
PC02,20.44,18.02,1124,25.2,1.52,21.67,4.26,212,200,1.898,-111.788
PC02,12.31,14.91,1124,22.9,3,11.94,1.68,337,200,1.8,-237.802
PC02,13.23,15.4,1121,23,2.93,12.47,2.11,331,199,2.056,-230.838
PC02,17.51,16.92,1121,24.3,1.92,17.23,3.37,261,200,1.906,-161.65
PC02,14.96,16.03,1124,23.4,2.34,15.07,2.69,305,200,1.643,-205.246
PC02,11.58,14.76,1121,22.3,3.27,10.69,1.2,355,198,1.541,-255.62
PC02,19.05,17.49,1121,24.9,1.5,20.7,3.55,234,201,1.805,-134.063
PC02,9.33,13.96,1121,21.7,3.46,8.15,0.53,391,198,1.928,-291.675
PC02,12.83,15.22,1124,22.8,3.07,12.29,2.09,335,200,1.864,-236.495
PC02,11.51,15.02,1121,22.3,2.91,9.99,1.16,356,199,1.755,-255.533
PC02,21.52,18.42,1124,25.5,1.58,24.57,4.56,193,202,1.97,-93.625
PC02,14.17,15.74,1121,23.1,2.83,14.02,2.26,318,199,1.854,-218.284
PC02,12.32,14.77,1124,22.7,2.76,11.53,1.6,342,199,1.631,-241.375
PC02,16.52,16.16,1124,23.9,2.04,16.69,2.79,279,200,1.842,-178.719
PC02,12.29,14.92,1124,22.5,3.09,11.13,1.56,352,199,1.747,-251.901
PC02,17.91,16.55,1124,24.5,2.29,19.33,3.67,247,200,1.826,-147.697
PC02,14.24,15.91,1121,23.1,2.1,14.63,1.94,311,200,1.724,-210.89
PC02,18.6,17.12,1121,24.9,1.4,20.75,3.72,232,202,1.79,-132.801
PC02,11.95,15.14,1121,22.5,3.02,10.62,1.66,350,199,1.871,-250.501
PC02,12.8,15.51,1124,22.8,2.42,11.3,1.55,331,199,1.777,-231.219
PC02,16.43,16.14,1121,23.7,2.13,16.18,2.79,286,199,1.706,-186.607
PC02,14.77,16.21,1121,23.4,2.43,14.65,2.72,302,200,1.868,-202.633
PC02,18.13,16.8,1121,24.4,1.87,19.52,3.46,252,200,1.932,-151.667
PC02,15.47,16.71,1121,23.7,2.52,15.92,2.97,289,199,1.725,-189.059
PC02,13.48,15.34,1124,23.1,2.8,12.29,1.83,330,198,1.757,-230.321
PC02,17.92,16.74,1121,24.5,2.15,18,3.57,246,201,1.835,-146.61
PC02,12.31,15.23,1121,22.7,2.64,12.25,1.75,338,199,1.872,-238.415
PC02,21.75,18.12,1124,25.8,1.37,23.06,4.56,188,202,1.828,-89.314
PC02,15.07,15.61,1121,23.5,2.26,15.16,2.12,302,200,1.969,-202.439
PC02,15.12,16.25,1124,23.5,2.13,15.6,2.28,297,199,1.756,-197.16
PC02,13.68,15.69,1121,23,2.79,12.77,2.12,319,199,1.658,-219.876
PC02,14.13,15.93,1124,23,2.87,13.74,2.42,313,199,1.578,-213.243
PC02,19.4,17.11,1124,24.9,1.83,21.78,4.33,222,201,1.964,-122.613
PC02,11.76,15.14,1124,22.3,3.23,11.53,1.68,350,199,1.834,-250.181
PC02,11.71,14.81,1121,22.5,2.73,11.2,1.33,350,199,1.711,-250.133
PC02,12.09,14.69,1124,22.3,3.22,10.9,1.57,352,200,1.671,-251.981
PC02,16.49,16.57,1121,24.2,2.18,17.16,3.02,274,200,1.604,-174.264
PC02,9.53,14.52,1124,21.9,3.48,8,1.02,388,197,1.884,-289.38
PC02,11.18,15.26,1121,22.3,3.13,10.73,1.43,358,199,1.567,-259.158
PC02,16.4,16.47,1124,23.9,2.22,17.9,2.85,273,200,1.846,-173.193
PC02,15.52,16.44,1124,23.8,2.16,15.7,2.69,284,200,2.024,-184.805
PC02,20.19,17.56,1121,25.1,1.71,21.94,4.17,217,201,1.981,-117.61
PC02,18.85,17.18,1121,24.7,1.51,20.23,3.64,235,200,1.811,-135.651
PC02,15.08,15.64,1124,23.4,2.6,14.55,2.14,306,199,1.73,-206.83
PC02,9.25,14.04,1121,21.6,3.2,7.43,0.85,396,198,1.932,-296.12
PC02,13.57,15.73,1124,23.1,2.78,13.08,1.73,324,199,1.852,-224.203
PC02,14.6,16.07,1124,23.3,2.99,13.63,2.16,311,199,1.62,-211.724
PC02,17.94,16.83,1124,24.6,1.96,19.49,3.23,248,201,1.906,-148.19
PC02,20.64,17.78,1124,25.3,1.38,22.35,4.56,207,201,2.025,-107.325
PC02,7.25,13.52,1124,20.9,3.73,5.01,-0.41,428,197,1.765,-328.753
PC02,23.44,19.04,1124,26.5,0.87,26.45,5.45,151,202,1.979,-51.094
PC02,15.51,16.26,1121,23.4,2.73,15.99,2.65,293,199,1.747,-194.288
PC02,16.83,16.78,1124,24.3,1.97,17.37,3.37,261,200,1.8,-161.587
PC02,14.83,15.97,1124,23.5,2.77,14.22,2.31,308,200,1.784,-208.222
PC02,17.47,16.91,1121,24.2,2.06,18.01,3.28,259,200,1.793,-159.496
PC02,22.94,18.86,1124,26.1,0.86,24.66,5.15,169,202,1.767,-69.394
PC02,12.18,14.71,1124,22.6,2.9,11.06,1.78,343,198,2.024,-243.673
PC02,19.53,17.46,1124,24.8,1.7,21.43,4.01,227,201,1.686,-127.09
PC02,16.76,16.17,1124,24.3,1.89,17.36,2.89,269,200,1.769,-169.759
PC02,16.06,16.06,1124,23.9,2.34,15.91,2.75,285,199,1.873,-185.366
PC02,15.9,17,1121,23.8,2.34,17.26,2.73,279,200,1.763,-180.406
PC02,19.66,17.07,1121,25,1.44,21.43,3.94,222,202,1.87,-122.812
PC02,16.68,17.03,1124,24.1,2.19,16.47,3.28,271,200,1.726,-171.637
PC02,13.29,15.84,1124,23,2.58,13.28,2.28,317,199,1.677,-217.896
PC02,13.56,15.55,1121,23.1,2.67,13.57,2,321,199,1.916,-222.472
PC02,15.66,16.62,1124,23.9,1.89,16.89,3,284,200,1.731,-184.074
PC02,15.44,16.63,1124,23.8,2.21,16.25,3.12,283,200,1.591,-183.573
PC02,12.36,14.81,1121,22.5,3.01,11.95,1.32,350,199,1.701,-249.964
PC02,12.84,15.16,1124,22.7,2.98,12.53,1.3,336,198,1.807,-237.256
PC02,16.89,16.18,1121,23.9,2.25,16.61,3.2,273,200,1.757,-174.203
PC02,16.24,16.15,1124,24,2.43,16.07,2.7,281,200,1.835,-181.429
PC02,14.74,15.79,1124,23.4,2.65,14.64,2.12,306,199,1.87,-206.898
PC02,14.48,15.51,1121,23.3,2.64,13.81,2.3,309,199,2.015,-209.55
PC02,13.86,15.44,1121,23.2,2.44,13.94,1.96,318,198,1.687,-217.962
PC02,17.02,16.4,1124,24.1,1.79,17.85,3.57,268,201,1.818,-166.962
PC02,15.16,16.47,1124,24,2.27,16.29,2.86,284,199,1.956,-184.596
PC02,12.81,14.94,1121,22.9,2.78,11.96,1.69,333,199,1.641,-232.857
PC02,8.75,14.07,1124,21.3,3.39,7.71,0.45,399,198,1.771,-299.81
PC02,19.8,17.58,1124,25.1,1.48,22.11,4.46,216,201,1.978,-116.809
PC02,20.35,18.17,1121,25.4,1.47,21.97,4.22,209,201,2.064,-108.561
PC02,14.85,15.4,1124,23.3,2.28,14.73,2.24,304,200,1.85,-205.143
PC02,17.39,16.78,1124,24.3,2.01,18.2,3.46,260,200,1.676,-159.851
PC02,15.84,16.08,1121,23.8,2.18,16.14,2.57,284,199,1.978,-185.817
PC02,15.52,16.17,1124,23.7,2.4,16.12,2.65,291,199,1.632,-191.447
PC02,9.67,14.42,1124,21.7,3.37,7.6,0.79,388,197,1.925,-288.49
PC02,12.9,15.54,1121,22.7,2.92,12.49,1.97,336,199,1.897,-237.167
PC02,13.65,16.03,1121,22.9,2.77,13.37,1.8,319,200,1.756,-220.015
PC02,16.47,16.72,1124,24,2.42,15.74,2.78,275,200,1.533,-176.59
PC02,16.26,15.82,1121,24.1,2.1,17.99,3.09,275,200,1.75,-175.011
PC02,10.82,15.12,1121,22.1,3.07,9.9,1.2,366,199,1.736,-266.594
PC02,17.32,16.59,1124,24.2,2.27,17.82,3.26,261,200,1.787,-162.209
PC02,16.79,17.21,1124,23.9,2.19,16.27,3.1,269,200,1.755,-170.973
PC02,17.67,16.69,1124,24.4,1.92,19.19,3.57,249,200,1.726,-149.823
PC02,9.5,14.67,1124,21.7,3.44,7.66,0.39,390,197,1.569,-290.835
PC02,16.11,16.49,1124,24,2.24,17.02,3.09,276,200,1.862,-176.668
PC02,13.84,15.98,1124,23.3,2.56,13.25,1.84,319,199,1.854,-219.989
PC02,12.52,15.34,1121,22.9,2.77,12.51,1.73,331,199,1.946,-232.062
PC02,15.25,16.02,1124,23.6,2.14,15.56,2.65,292,200,1.689,-192.401
PC02,13.83,15.63,1124,23.1,2.39,13.33,2.15,318,199,1.511,-218.361
PC02,17.42,16.81,1124,24.4,2.05,18.31,3.17,258,201,1.991,-159.081
PC02,13.13,15.77,1124,22.9,2.67,12.47,1.55,327,199,1.593,-227.573
PC02,15.48,16.18,1124,23.9,2.57,16.27,2.78,287,200,1.745,-186.768
PC02,19.31,17.46,1121,25,1.81,21.36,3.92,225,201,1.643,-126.162
PC02,11.89,14.63,1124,22.6,2.71,11.51,1.41,348,198,1.675,-249.473
PC02,14.22,15.96,1124,23.4,2.52,14.16,2.26,307,200,1.692,-208.175
PC02,15.13,16.63,1121,23.5,2.92,15.35,2.47,293,200,1.815,-193.143
PC02,12.85,15.41,1124,22.7,2.55,11.64,1.95,332,199,1.927,-233.036
PC02,14.36,16.26,1121,23.1,2.58,14,2.08,314,199,1.432,-213.834
PC02,11.31,14.9,1121,22.3,3.01,10.18,1.62,364,199,1.694,-263.523
PC02,12.78,14.98,1121,22.7,2.81,11.55,1.8,338,198,1.782,-238.888
PC02,13.51,15.49,1124,22.9,2.93,12.07,1.56,325,199,1.765,-225.491
PC02,16.76,16.25,1121,24.4,2.32,17.16,3.13,267,201,1.666,-167.912
PC02,18.52,16.91,1121,24.8,2.21,18.25,3.82,247,200,1.893,-147.751
PC02,17.95,17.36,1121,24.3,2.25,18.19,3.28,255,201,1.802,-154.976
PC02,13.02,15.6,1121,22.9,2.45,12.97,1.97,329,199,1.669,-229.551
PC02,11,14.74,1124,22.1,3.26,10.8,0.94,363,199,1.721,-264.593
PC02,11.55,14.92,1124,22.3,3.02,10.37,1.77,359,198,1.941,-259.108
PC02,13.29,15.46,1124,22.7,2.84,12.47,1.38,334,199,1.871,-235.026
PC02,18.22,17.18,1124,24.5,1.44,19.63,3.45,246,201,1.89,-146.549
PC02,22.96,18.7,1124,26.4,1.31,26.14,5.2,163,203,1.921,-63.676
PC02,19.64,17.64,1121,24.9,1.59,19.98,3.78,227,201,1.961,-126.165
PC02,16.55,16.55,1121,24.1,1.88,18.31,2.91,268,200,1.772,-168.309
PC02,17.04,16.4,1124,24.5,2.03,18.26,3.6,260,200,1.907,-160.693
PC02,15.73,15.97,1124,23.8,2.27,16.22,2.8,283,200,1.812,-182.981
PC02,13.58,15.35,1124,22.9,2.63,12.84,1.98,326,199,1.711,-226.263
PC02,16.64,17.15,1121,23.9,2.43,16.98,3.26,270,199,1.928,-171.216
PC02,19.94,17.45,1124,25.1,2.06,20.16,4.21,224,201,1.758,-124.275
PC02,12.34,14.84,1124,22.6,2.65,11.68,1.59,342,198,1.785,-243.225
PC02,8.73,13.61,1124,21.3,3.55,6.78,0.22,411,197,1.541,-312.191
PC02,9.91,14.36,1121,21.8,3.28,7.71,0.7,383,198,1.766,-283.799
PC02,12.83,15.01,1121,22.8,2.71,11.92,1.97,333,200,1.726,-233.547
PC02,15.51,16.29,1124,23.6,2.4,14.9,2.62,294,199,1.746,-195.15
PC02,15.16,15.95,1121,23.6,2.58,15.26,2.51,300,200,1.822,-199.413
PC02,15.04,15.71,1121,23.6,2.37,14.45,2.64,301,200,2.042,-200.62
PC02,12.94,15.15,1121,22.8,2.57,12.97,1.71,334,199,1.895,-233.835
PC02,13.89,15.77,1121,23.2,2.21,13.51,2.25,317,200,1.943,-217.776
PC02,11.02,14.56,1121,22.2,3,10.4,0.87,367,198,1.756,-267.513
PC02,16.34,16.24,1121,24,2.31,17.27,3.05,271,200,1.724,-171.99
PC02,16.61,16.48,1124,24.1,2.01,17.01,2.81,271,200,1.849,-170.494
PC02,12.27,15.48,1124,22.6,3.29,11.72,1.29,338,199,1.557,-239.336
PC02,15.3,16.12,1124,23.7,2.6,16.01,2.59,290,199,1.751,-189.629
PC02,13.11,15.2,1121,23.2,2.72,12.43,2.17,320,199,2.022,-220.718
PC02,17.8,17.37,1124,24.4,1.59,18.85,3.85,252,200,1.783,-152.181
PC02,15.87,15.78,1124,23.7,2.24,15.33,2.67,291,200,1.902,-192.637
PC02,17.8,17.08,1121,24.4,2.35,19.26,3.57,251,201,1.892,-150.843
PC02,10.87,14.84,1121,22.3,3.15,9.87,1,367,199,1.95,-267.348
PC02,14.51,16.06,1121,23.5,2.52,14.27,2.42,307,201,1.965,-207.342
PC02,17.78,16.83,1124,24.3,1.98,18.61,3.47,254,200,1.982,-153.937
PC02,15.13,15.67,1121,23.6,2.44,15.14,2.34,301,198,1.784,-201.981
PC02,14.16,15.74,1121,23,2.9,13.61,2,322,199,1.773,-223.047
PC02,9.69,14.09,1121,21.7,3.16,8.18,0.63,392,198,1.606,-292.478
PC02,8.83,14.7,1121,21.6,3.43,7.15,0.32,396,197,1.756,-296.07
PC02,13.32,15.69,1124,23,3.1,13.27,2.11,324,199,1.767,-225.652
PC02,14.1,15.92,1121,23.1,2.43,13.25,2.28,314,199,1.826,-214.832
PC02,11.9,14.83,1121,22.6,2.67,10.72,1.48,351,199,1.889,-251.46
PC02,14.56,15.63,1124,23.2,2.8,14.61,2.32,309,200,1.804,-209.282
PC02,16.92,16.25,1124,24.3,1.89,18.61,3.12,264,200,2.021,-163.945
PC02,16.33,16.54,1124,23.7,2.37,16.8,2.78,286,199,1.935,-186.718
PC02,10.71,14.72,1124,22.2,3.22,8.6,1.16,372,197,1.867,-273.103
PC02,14.36,15.89,1124,23.3,2.58,14.31,2.34,316,199,1.59,-215.855
PC02,15.75,16.32,1121,23.5,2.12,14.6,2.24,294,199,2.082,-195.045
PC02,13.96,15.91,1124,23.1,2.63,12.79,2.11,323,200,1.795,-223.26
PC02,14.97,15.77,1124,23.3,2.97,14.75,2.21,307,199,1.75,-207.898
PC02,11,14.44,1121,22.1,3.35,10.13,1.38,367,198,1.491,-267.534
PC02,14.53,15.26,1124,23.5,2.65,14.51,2.57,309,199,1.676,-207.932
PC02,13.02,15.06,1124,22.7,2.34,12.11,1.78,342,200,1.887,-243.165
PC02,13.54,15.31,1124,22.8,2.84,12.47,1.77,325,199,1.606,-225.744
PC02,17.3,16.53,1121,24.3,2.16,18.28,3.37,259,200,1.958,-159.589
PC02,13.5,15.79,1121,23.1,2.51,13.02,1.62,321,199,1.648,-221.562
PC02,19.79,17.77,1124,25,1.53,22.27,4.19,217,201,1.855,-118.05
PC02,11.62,14.9,1124,22.3,3.26,9.8,1.27,352,199,1.706,-252.641
PC02,16.86,16.54,1121,24,2.17,17.19,2.8,273,201,2,-173.525
PC02,14.33,15.72,1121,23.1,2.62,13.84,2.13,319,199,1.871,-218.741
PC02,18.55,17.3,1124,24.5,1.66,18.81,3.33,249,201,1.895,-148.48
PC02,20.06,17.57,1124,25,1.46,21.6,4.37,222,202,1.801,-122.915
PC02,14.59,15.76,1124,23.3,2.61,14.78,1.99,313,199,2.025,-212.889
PC02,18.36,16.89,1124,24.5,1.49,18.8,3.49,244,201,1.975,-143.819
PC02,12.74,15.42,1124,22.9,2.75,13.11,2.2,325,200,1.715,-226.298
PC02,20.23,16.93,1124,25.2,2.03,21.04,4.32,217,201,1.933,-116.618
PC02,18.25,16.93,1124,24.5,1.61,19.48,3.32,247,200,1.674,-148.4
PC02,12.42,14.97,1121,22.5,2.83,11.9,1.51,347,199,1.762,-246.6
PC02,18.63,16.86,1121,24.7,1.86,19.71,3.68,240,201,1.734,-139.95
PC02,16.61,16.22,1121,24,2.29,16.11,2.79,277,200,2.075,-177.677
PC02,21.23,17.9,1124,25.4,1.45,22.48,4.46,204,201,1.913,-103.528
PC02,7.79,13.53,1121,21.1,3.61,5.42,0.27,425,198,1.682,-325.353
PC02,12,14.91,1121,22.5,2.86,10.95,1.25,351,199,1.984,-250.934
PC02,14.91,16.19,1121,23.6,2.25,15.01,2.41,293,200,2.002,-193.34
PC02,19.11,17.44,1121,25.1,1.47,21.97,3.92,224,202,1.951,-123.988
PC02,10.07,14.15,1124,22,3.32,8.56,0.92,379,198,1.578,-279.547
PC02,17.6,16.98,1124,24.3,1.95,18.77,3.44,254,201,1.945,-155.119
PC02,15.2,16.38,1124,23.7,2.32,14.96,2.54,293,200,1.929,-193.393
PC02,13.36,15.46,1124,22.9,2.74,13.66,2.05,324,200,1.739,-224.553
PC02,15.53,16.43,1124,23.7,2.5,16.23,2.53,286,200,1.799,-185.53
PC02,17.13,16.42,1124,24.1,2.36,17.19,3.26,267,200,1.714,-167.36
PC02,16.82,17.26,1124,24.1,2.01,18.35,3.12,265,201,1.867,-165.71
PC02,11.3,14.46,1121,22.1,3.17,9.29,1.38,365,199,1.806,-265.085
PC02,16.17,16.62,1124,23.9,1.95,16.81,2.72,277,200,1.703,-175.799
PC02,19.02,17.1,1124,25,1.29,19.93,3.87,230,202,1.908,-130.785
PC02,12.36,15.18,1121,22.7,2.89,11.56,1.62,341,199,1.989,-242.297
PC02,13.9,15.61,1121,22.9,2.75,13.85,2.01,322,199,1.701,-222.48
PC02,16.82,16.52,1124,24.2,2.32,17.86,3.19,264,200,1.763,-165.436
PC02,16.66,16.71,1124,23.9,2.16,16.14,2.69,276,200,1.989,-176.91
PC02,10.81,14.52,1121,22.1,3.16,8.74,1.09,367,197,1.898,-268.295
PC02,15.33,15.78,1121,23.7,2.19,15.96,2.6,291,200,1.911,-191.73
PC02,18.56,16.4,1121,24.5,2.3,19.48,3.04,252,201,1.952,-152.341
PC02,8.07,13.46,1121,21.1,3.68,5.1,0.19,419,197,1.745,-319.375
PC02,15.64,15.83,1124,23.6,2.14,15.53,2.54,291,200,1.958,-192.504
PC02,15.38,16.31,1124,23.7,2.46,15.86,2.84,289,199,1.816,-189.683
PC02,12.76,15.21,1121,22.9,2.73,12.78,1.95,331,199,1.58,-231.953
PC02,11.69,15.41,1121,22.4,2.99,11.09,1.19,357,199,1.76,-257.129
PC02,12.1,14.89,1121,22.4,2.47,10.54,1.34,353,199,1.733,-253.699
PC02,18.82,17.6,1124,25,1.37,21.39,3.86,233,201,1.856,-133.01
PC02,12.45,15.03,1124,23,2.88,12.3,1.75,337,199,1.626,-237.565
PC02,12.45,15.19,1124,22.5,3.17,11.58,1.28,345,199,1.768,-246.202
PC02,18.77,17.28,1124,24.8,1.59,20.12,3.39,243,200,1.872,-143.584
PC02,13.94,15.87,1121,23.3,2.88,13.59,2.29,313,199,1.551,-213.53
PC02,14.23,15.64,1121,23.4,2.65,14.56,2.54,307,199,1.839,-207.803
PC02,21.87,18.42,1121,25.7,1.5,24.2,4.78,184,201,1.823,-85.413
PC02,14.65,16.14,1124,23.5,2.35,14.69,2.29,306,198,1.893,-207.938
PC02,11.18,14.81,1124,22.1,2.93,9.82,1.13,370,199,1.752,-270.219
PC02,15.35,16,1121,23.3,2.56,14.02,2.23,304,200,2.03,-203.672
PC02,12.35,14.73,1121,22.6,3.02,10.99,1.1,342,199,1.762,-242.847
PC02,14.43,15.97,1121,23.4,2.4,15.77,2.27,302,200,1.617,-202.543
PC02,17.14,16.88,1121,24.3,2.27,17.92,3.01,267,200,1.534,-167.074
PC02,13.78,15.68,1124,23.3,2.76,12.65,2.04,319,198,1.779,-220.709
PC02,11.19,15.07,1124,22.3,3.1,11.1,0.74,358,199,1.733,-257.78
PC02,15.99,16.04,1121,23.8,2.47,16.44,2.78,284,200,1.633,-184.98
PC02,19.53,17.38,1121,24.8,1.38,21.4,4.26,221,201,1.797,-121.601
PC02,10.8,14.66,1124,22.2,3.41,10.21,1.41,359,198,1.747,-260.062
PC02,20.42,17.92,1121,25.4,1.4,22.5,4.28,207,202,1.855,-108.087
PC02,17.03,16.28,1124,24,2.44,16.65,3.04,274,201,2.317,-174.444
PC02,15.44,16.05,1124,23.7,2.67,14.8,2.64,294,200,1.744,-194.6
PC02,15.68,16.97,1121,23.8,2.2,15.93,2.95,283,200,1.768,-182.196
PC02,17.73,17.15,1121,24.4,2.21,18.89,3.22,251,200,1.932,-152.142
PC02,7.66,13.52,1124,20.8,3.4,5.09,0.04,428,197,1.83,-328.752
PC02,16.34,16.53,1121,24,2.15,16.96,2.82,278,200,1.97,-178.367
PC02,10.76,14.64,1124,22.3,2.87,9.56,1.09,364,198,1.789,-264.299
PC02,12.9,15.38,1121,22.8,2.66,11.51,1.86,341,198,1.804,-242.31
PC02,18.37,16.42,1124,24.5,1.91,19.28,3.28,250,201,1.811,-151.288
PC02,15.25,15.82,1124,23.4,2.65,14.23,2.02,303,199,1.768,-203.958
PC02,18.37,16.91,1121,24.6,1.94,19.68,3.47,246,202,1.954,-146.385
PC02,14.3,15.92,1124,23.5,2.77,14.25,1.86,304,200,1.737,-204.748
PC02,15.56,16.36,1124,23.6,2.13,16.23,2.53,287,200,1.561,-188.072
PC02,18.33,17.01,1124,24.6,1.99,20.1,3.56,245,201,1.859,-144.74
PC02,15.91,16.74,1124,23.9,2.46,16.94,3.03,282,200,1.679,-182.772
PC02,15.8,16.52,1124,23.9,2.55,16.06,2.81,285,200,1.716,-184.888
PC02,10.84,14.53,1124,22,3.28,8.58,0.99,377,198,1.693,-277.23
PC02,14.39,15.94,1121,23.3,2.96,14.72,1.9,312,199,1.704,-211.605
PC02,17.95,16.85,1124,24.7,2.15,20.35,3.54,242,200,1.779,-142.547
PC02,12.64,15.49,1121,22.8,2.85,11.92,2.01,331,199,1.602,-231.044
PC02,15.62,15.8,1124,23.7,2.57,16.45,2.81,290,200,1.505,-190.287
PC02,16.04,16.53,1121,24,2.1,16.58,3.02,279,200,1.617,-178.738
PC02,15.49,16.22,1124,23.5,2.45,15.73,2.44,298,199,1.848,-198.182
PC02,19.03,17.48,1121,24.9,1.91,19.81,3.54,233,200,2.005,-133.896
PC02,18,16.62,1124,24.3,2.11,18.89,3.34,256,201,1.894,-156.739
PC02,16.36,17.03,1121,23.9,2.21,17.25,3.04,274,200,1.858,-174.999
PC02,15.8,16.5,1121,23.8,2.25,17.4,2.8,287,200,1.978,-187.935
PC02,15.62,15.69,1121,23.7,2.31,15.31,2.75,292,200,1.569,-192.73
PC02,19.14,17.39,1124,25.1,1.59,20.89,4.05,223,201,1.872,-123.087
PC02,19.06,17.49,1124,25,1.68,21.15,4.34,230,202,1.92,-130.483
PC02,22.39,18.26,1121,25.8,1.01,25.07,4.53,180,202,2.055,-81.484
PC02,15.8,16.11,1121,23.9,2.78,16.04,2.46,284,200,2.222,-184.352
PC02,11.62,14.72,1121,22.2,2.81,9.82,1.21,363,198,1.68,-263.111
PC02,20.63,17.93,1121,25.4,1.45,21.9,4.65,211,202,2.027,-111.838
PC02,13.63,15.16,1121,23.1,2.58,13.43,2.16,320,199,1.564,-220.609
PC02,17.1,16.93,1121,24.4,2.1,18.88,3.14,252,201,1.864,-151.457
PC02,13.65,15.77,1121,23,2.57,13.19,1.91,318,200,1.976,-218.469
PC02,11.11,14.92,1124,22.5,3.05,9.52,1.39,356,198,1.798,-256.717
PC02,17.36,16.85,1121,24.3,1.84,17.89,2.93,260,200,1.82,-160.209
PC02,10.85,14.36,1121,22.1,3.26,9.8,0.73,364,199,1.692,-265.207
PC02,18.19,16.75,1124,24.5,1.67,18.96,3.72,245,201,2.057,-144.879
